Name,NAICSCode,Phone,WebAddress,Address,PostalCode,BldgNo,UnitNo,Latitude,Longitude
McDonald's,722512,905-629-9994,www.mcdonalds.ca,2800 Skymark Ave,L4W 5A6,,,43.663021,-79.59361
Freshly Made Inc.,722320,905-820-9944,www.freshlymade.com,4161 Sladeview Cres,L5L 5R3,,UnitNo 2,43.530512,-79.71916
House Of Pepper,722512,905-238-6738,,1550 South Gateway Rd,L4W 5G6,,UnitNo 1G,43.632553,-79.614712
Dynasty B.B.Q. Restaurant,722512,905-238-0275,,1550 South Gateway Rd,L4W 5G6,,UnitNo 106,43.632553,-79.614712
Short Stop Coffee & Snacks,722512,905-602-7793,,1550 South Gateway Rd,L4W 5G6,,UnitNo 5B,43.632553,-79.614712
Lemongrass Kitchen,722512,905-238-8876,,1550 South Gateway Rd,L4W 5G6,,UnitNo 1C,43.632553,-79.614712
Pizzaville,722512,905-608-0098,www.pizzaville.ca,3405 South Millway,L5L 3R1,,UnitNo 1,43.544917,-79.677218
Manchu Wok,722512,905-270-0880,www.manchuwok.ca,1250 South Service Rd,L5E 1V4,,UnitNo 70,43.594349,-79.570982
Tim Hortons,722512,905-271-0936,www.timhortons.com,1250 South Service Rd,L5E 1V4,,UnitNo 76,43.594349,-79.570982
Thai Express,722512,416-819-0518,www.thaiexpress.com,1250 South Service Rd,L5E 1V4,,UnitNo 73,43.594349,-79.570982
K F C,722512,905-271-6016,,1250 South Service Rd,L5E 1V4,,UnitNo 75,43.594349,-79.570982
Select Grill,722512,905-271-4343,,1250 South Service Rd,L5E 1V4,,UnitNo 72,43.594349,-79.570982
New York Fries,722512,905-278-1781,www.newyorkfries.com,1250 South Service Rd,L5E 1V4,,UnitNo 69,43.594349,-79.570982
Bourbon St. Grill,722512,905-271-2495,,1250 South Service Rd,L5E 1V4,,UnitNo 67,43.594349,-79.570982
Freshly Squeezed,722512,647-924-5112,www.freshlysqueezed.ca,1250 South Service Rd,L5E 1V4,,UnitNo Kiosk,43.594349,-79.570982
Sakura Ichiban Express,722512,905-990-3065,,1250 South Service Rd,L5E 1V4,,UnitNo 84,43.594349,-79.570982
Tim Hortons,722512,905-891-0690,www.timhortons.com,780 South Sheridan Way,L5H 1Z6,,UnitNo P2,43.55004,-79.61609
Renaissance By The Creek,722320,905-238-9666,www.renaissancebythecreek.com,3045 Southcreek Rd,L4X 2X6,,,43.62516,-79.569408
Subway,722512,905-855-1317,www.subway.com,1375 Southdown Rd,L5J 2Z1,,UnitNo 4&5,43.51866,-79.63968
Sunnyside Grill,722512,905-916-8000,www.sunnysidegrill.com,1375 Southdown Rd,L5J 2Z1,,UnitNo 10B,43.51866,-79.63968
Pizza Pizza,722512,905-823-9742,www.pizzapizza.ca,1375 Southdown Rd,L5J 2Z1,,UnitNo 17 to 19,43.51866,-79.63968
Tim Hortons,722512,905-822-3400,www.timhortons.com,1375 Southdown Rd,L5J 2Y9,,,43.518497,-79.639905
Stanfield Family Restaurant Inc.,722511,905-803-0980,,2345 Stanfield Rd,L4Y 3Y3,,UnitNo 101,43.598568,-79.583448
Royal Banquet Hall,722320,905-564-7895,www.royalbanquethall.ca,185 Statesman Dr,L5S 1X4,,,43.652135,-79.707378
Anapilis Christian Community Centre,722320,905-277-1270,www.anapilis.ca,2185 Stavebank Rd,L5C 1T3,,,43.560318,-79.617517
Sushi in the Sky,722512,647-607-5893,,13 Stavebank Rd,L5G 2T3,,,43.552522,-79.58563
Burrito Boyz,722512,905-891-2699,www.burritoboyz.ca,9 Stavebank Rd,L5G 2T3,,,43.552498,-79.585587
Snug Harbour Seafood Bar & Grill,722511,905-274-5000,www.snugharbourrestaurant.com,14 Stavebank Rd S,L5G 2T1,,,43.550354,-79.584035
"Waterside Inn, The",721111,905-891-7770,www.watersideinn.ca,15 Stavebank Rd S,L5G 2T2,,,43.551359,-79.584536
Mississauga Inn and Suite,721111,905-858-8600,www.comfortinnmeadowvale.com,2420 Surveyor Rd,L5N 4E6,,,43.589477,-79.743994
Burrito Boyz,722512,905-567-2699,www.burritoboyz.ca,17 Tannery St,L5M 1V1,,UnitNo 2,43.581416,-79.714899
Il Tartufo Ristorante,722511,905-672-2190,www.iltartufo.ca,7033 Telford Way,L5S 1V4,,UnitNo 8A,43.680603,-79.669762
Signature Culinary Solutions Inc.,722310,905-672-0741,www.signatureculinarysolutions.com,7050 Telford Way,L5S 1V7,,UnitNo 100B,43.680575,-79.669714
The Glenerin Inn & Spa (Shannex RLC Ltd.),721111,905-828-7449,www.glenerininn.com,1695 The Collegeway,L5L 3S7,,,43.54396,-79.66498
3 For 1 Pizza Wings Ltd.,722512,905-275-7536,,3353 The Credit Woodlands,L5C 2K1,,UnitNo 4,43.55934,-79.65784
Mango Mirchi,722512,905-602-7385,www.mangomirchi.com,1521 Trinity Dr,L5T 1P6,,UnitNo 6,43.658553,-79.650673
Panera Bread,722512,905-282-0167,,5625 Timberlea Blvd,L4W 2S4,,,43.63674,-79.64952
Days Inn,721111,905-238-5480,www.daysinmississauga.com,4635 Tomken Rd,L4W 1J9,,,43.62684,-79.62912
La Parmigiana Italian Eatery,722511,905-290-7873,www.laparmigiana.yolasite.com,5484 Tomken Rd,L4W 2Z6,,UnitNo 1,43.63483,-79.64504
Bakhtar Kabab Cuisine,722512,905-670-9944,www.bakhtarkabab.ca,5925 Tomken Rd,L4W 4L8,,UnitNo 1,43.645063,-79.657268
Oliver's Ale House,722512,905-564-2537,www.oliversalehouse.ca,6155 Tomken Rd,L5T 1X3,,UnitNo 1,43.648283,-79.661623
Roma Italian Restaurant,722511,905-670-3278,www.romaitalianrestaurant.net,6350 Tomken Rd,L5T 1Y3,,UnitNo 9&10,43.652945,-79.667862
Subway Sandwiches,722512,905-696-0577,www.subway.ca,7025 Tomken Rd,L5S 1R6,,UnitNo 1,43.666248,-79.685754
Burger King,722512,905-676-1573,www.burgerking.ca,7014 Torbram Rd,L4T 3Y3,,,43.695422,-79.654277
Satkar Palace,722320,905-677-8200,www.satkarpalacebanquethall.com,7089 Torbram Rd,L4T 1G7,,UnitNo 1 to 3,43.696027,-79.655092
Zorro's Steakhouse & Tavern,722511,905-671-1149,www.zorrossteakhouse.com,7171 Torbram Rd,L4T 3W4,,UnitNo 1 to 3,43.69781,-79.657498
Fume Bar & Lounge,722512,905-673-3863,,7195 Torbram Rd,L4T 4G3,,UnitNo 4,43.698327,-79.658192
Million Dollar Restaurant (The Cabaret Group),722410,905-673-2795,,7222 Torbram Rd,L4T 3V2,,UnitNo 1 to 9,43.698903,-79.658984
Torbram Restaurant,722511,905-677-9638,,7270 Torbram Rd,L4T 3Y7,,UnitNo 7,43.699828,-79.660239
Imperial Meats Delicatessen,722511,905-671-0900,www.imperialmeatsdeli.ca/mississauga,7310 Torbram Rd,L4T 3X2,,UnitNo 1,43.701374,-79.662294
Authentic Jamaican Restaurant & Bar,722511,905-673-6737,,7385 Torbram Rd,L4T 3Y9,,UnitNo 16,43.702104,-79.663269
Sheraton Gateway Hotel Toronto Airport,721111,905-672-7000,www.sheraton.com/torontoairport,3 PIA,L5P 1B2,,,43.586162,-79.646215
Caterinas Palace and Restaurant,722320,905-673-9840,www.catarinaspalace.ca,7230 Tranmere Dr,L5S 1L6,,,43.687418,-79.670031
B's Sizzling Kitchen,722511,905-671-2362,www.bsizzling.com,7885 Tranmere Dr,L5S 1V8,,UnitNo 30-32,43.680197,-79.672376
Jopapas Pizza&Wings,722512,905-916-9000,www.jopapaspizza.com,2425 Truscott Dr,L5J 2B4,,UnitNo 18,43.511448,-79.648271
Dairy Queen,722512,905-823-3439,www.dairyqueen.com,2425 Truscott Dr,L5J 2B4,,UnitNo 14,43.511448,-79.648271
Spring Cafe,722512,905-855-1633,,2425 Truscott Dr,L5J 2B4,,UnitNo 19,43.511448,-79.648271
Park Royal Fish & Chips,722512,905-822-1061,www.parkroyalfishandchips.com,2425 Truscott Dr,L5J 2B4,,UnitNo 5A,43.511448,-79.648271
Truscott Italian Bakery and Deli,722512,905-403-9550,,2425 Truscott Dr,L5J 2B4,Bldg 3,,43.511448,-79.648271
Asian King,722512,905-823-8988,www.asiankingrestaurant.webs.com,2425 Truscott Dr,L5J 2B4,,UnitNo 24,43.511448,-79.648271
Gourmet Craft and Catering,722320,416-846-1676,www.gourmetcraftandcatering.com,3105 Unity Dr,L5L 4L3,,,43.537933,-79.707127
Fisherman's Place Fish & Chips,722511,905-820-7697,,3105 Unity Dr,L5L 4L3,,UnitNo 32,43.537933,-79.707127
San Francesco's Foods Restaurant,722512,905-828-4444,,2979 Unity Gate,L5L 3E5,,UnitNo 2,43.540186,-79.704531
Jack Astor's,722511,905-820-4511,www.jackastors.com,3047 Vega Blvd,L5L 5Y3,Bldg 2,,43.515922,-79.689964
Starbucks,722512,905-828-2080,www.starbucks.ca,3050 Vega Blvd,L5L 5X8,Bldg 4,,43.516232,-79.690428
Milestone's Restaurant,722511,905-828-9119,www.milestonesrestaurant.com,3051 Vega Blvd,L5L 5Y3,Bldg 3,,43.515764,-79.689768
Blue Suede Sue's Inc.,722410,905-890-0690,,75 Watline Ave,L4Z 3N6,,UnitNo 141,43.6224,-79.670523
Henry's Fish & Chips,722512,905-277-1250,,833 Westlock Rd,L5C 1K7,,UnitNo 6,43.56669,-79.64232
Ray's Roadhouse & Sportsbar,722410,905-275-3551,,833 Westlock Rd,L5C 1K7,,UnitNo 8 to 10,43.56669,-79.64232
Vito1s Pizza and Wings,722512,905-232-1501,,833 Westlock Rd,L5C 1K7,,UnitNo 4,43.56669,-79.64232
N I N A's Bar & Grill Inc.,722511,905-670-8217,,879 Westport Cres,L5T 1E7,,UnitNo 1,43.649666,-79.656424
Michaelangelo's Italian Food,722512,905-542-8888,,3080 Windwood Dr,L5N 2K5,,UnitNo 4,43.57606,-79.74897
Kentucky Fried Chicken,722512,905-828-0085,www.kfc.ca,3015 Winston Churchill Blvd,L5L 2V7,,UnitNo 7,43.523769,-79.683021
Mr. Sub,722512,905-569-9801,www.mrsub.ca,3015 Winston Churchill Blvd,L5L 2V8,,UnitNo 6,43.523769,-79.683021
Summit Garden Chinese,722511,905-828-6686,www.summitgarden.com,3015 Winston Churchill Blvd,L5L 2V8,,UnitNo 108,43.523769,-79.683021
Little Caesars,722512,905-569-7070,www.littlecaesars.ca,3100 Winston Churchill Blvd,L5L 2V7,Bldg 1,UnitNo 7,43.525028,-79.684856
Hakka Spice,722511,905-606-2086,,3105 Winston Churchill Blvd,L5L 5S3,Bldg 2,UnitNo 4,43.52365,-79.68203
Winners Edge Sports Bar and Grill,722410,905-569-3699,,3105 Winston Churchill Blvd,L5L 5S3,Bldg 2,,43.52365,-79.68203
Dai Ichi Sushi Japanese Restaurant,722512,905-820-8869,www.daiichisushi.com,3105 Winston Churchill Blvd,L5L 5S3,Bldg 2,,43.52365,-79.68203
Radica's Hot & Spicy,722511,905-997-8119,www.radicas.com,3105 Winston Churchill Blvd,L5L 5S3,Bldg 2,UnitNo 3,43.52365,-79.68203
East Tea Can,722511,905-997-7800,www.eastteacan.com,3115 Winston Churchill Blvd,L5L 2W1,Bldg 1,UnitNo 1,43.525106,-79.684766
Domino's Pizza,722512,905-824-0300,www.dominos.ca,6750 Winston Churchill Blvd,L5N 4C4,,UnitNo 108,43.58276,-79.76522
Popeye's Chicken,722512,905-997-9229,www.popeyeschicken.ca,6750 Winston Churchill Blvd,L5N 4C4,,UnitNo 101,43.58276,-79.76522
The Works,722512,905-271-6668,,104 Lakeshore Rd E,L5G 1EG,,,43.55368,-79.5837
Fair Grounds Cafv & Roastery,722512,905-990-6100,www.fairgroundscoffee.ca,1106 Ogden Ave,L5E 2G6,,UnitNo 1,43.578994,-79.561574
Hampton Inn & Suites,721111,905-823-8600,,2085 North Sheridan Way,L5K 2T2,,,43.524402,-79.650266
Holiday Inn & Suites,721111,905-542-2121,www.holidayinn.com/w-mississauga,2565 Argentia Rd,L5N 5V4,,,43.601721,-79.757702
Country Style Donuts / Mr. Sub,722512,647-964-9159,www.countrystyle.com,362 Lakeshore Rd E,L5H 1H6,,,43.563311,-79.573205
Holiday Inn Express & Suites,721111,905-795-1011,www.hiexpress.com,40 Admiral Blvd,L5T 2W1,,,43.644287,-79.701314
Boston Pizza,722511,905-565-6225,www.bostonpizza.com,50 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
Starbucks,722512,905-502-6850,www.starbucks.ca,6020 Hurontario St,L5R 4B3,,,43.626515,-79.680065
Golden Turtle - Pho Rua Vang Restaurant,722511,905-279-2454,,723 Central Pky W,L5B 4L1,,UnitNo 101,43.575926,-79.645
Second Cup,722512,905-804-0800,www.secondcup.com,727 Central Pky W,L5B 4L1,,,43.574159,-79.647028
Galito's Flame Grilled Chicken,722511,905-896-7373,www.galitoschicken.com,731 Central Pky W,L5B 4L1,,,43.576244,-79.644586
A & W,722512,905-848-8885,www.aw.ca,733 Central Pky W,L5B 4L1,,UnitNo 4,43.575847,-79.645096
"Army Navy Airforce Vetrans in Canada, Unit 262",722320,905-274-3821,www.anaf262.com,765 Third St,L5E 1B8,,,43.57316,-79.566981
Subway Sandwiches,722512,905-795-1617,www.subway.com,90 Courtneypark Dr E,L5T 2Y3,,UnitNo 2,43.637914,-79.693293
McDonald's,722512,905-565-7151,www.mcdonalds.ca,930 Derry Rd E,L5T 2X6,,,43.665065,-79.685339
Sea Star Restaurant,722512,905-282-1288,,1550 South Gateway Rd,L4W 5G6,,UnitNo 1H,43.632553,-79.614712
Arigato,722512,905-238-8294,,1550 South Gateway Rd,L4W 5G6,,UnitNo 1A,43.632553,-79.614712
Jimmy's Fire Pit,722512,905-712-8358,,6020 Hurontario St,L5R 4B3,,,43.626515,-79.680065
"Sandwich Board, The",722512,905-890-9608,www.thesandwichboard.ca,5770 Hurontario St,L5R 3G5,,UnitNo Basement,43.621812,-79.673567
International Sports Bar and Eatery,722511,905-848-0555,www.internationalsportsbar.com,2480 Cawthra Rd,L5A 2X2,,UnitNo 1,43.59214,-79.596518
Caffe Demetre,722512,905-564-7000,www.caffedemetre.com,90 Courtneypark Dr E,L5T 2Y3,,UnitNo 6,43.637914,-79.693293
Astoria Ltd.,722511,905-615-1444,www.astoriashishkebobhouse.com,1970 Dundas St E,L4X 2W7,,UnitNo 1,43.621968,-79.570361
Croatia Restaurant,722512,905-624-4111,,1989 Dundas St E,L4X 1M1,,UnitNo B,43.621398,-79.570949
Meyerside Restaurant & Catering,722511,905-564-2200,,1087 Meyerside Dr,L5T 1M5,,UnitNo 9,43.652723,-79.66263
Presto Presto & Iltartufo,722512,905-672-5698,www.prestopresto.ca,7033 Telford Way,L5S 1V4,,UnitNo 8B,43.680603,-79.669762
Motel 6,721114,905-814-1664,www.motel6.com,2935 Argentia Rd,L5N 8G6,,,43.599451,-79.777154
Skymark Deli,722512,905-625-0964,www.skymarkdeli.com,2680 Skymark Ave,L4W 5L6,,UnitNo 120,43.659648,-79.5973
Chef's Table,722511,905-602-4610,www.mychefstable.ca,5800 Explorer Dr,L4W 5L4,,UnitNo 102,43.656976,-79.615896
Pita & Grill,722512,905-828-7373,www.pitagrill.ca,3145 Dundas St W,L5L 5V8,,,43.519797,-79.68499
Arirang Korean B B Q Restaurant,722511,905-804-1880,,1177 Central Pky W,L5C 4P3,,,43.567051,-79.66125
"Famous Owl of Minerva, The",722511,905-273-7275,,1177 Central Pky W,L5C 4P3,,,43.567051,-79.66125
Gino's Pizza,722512,,www.ginospizza.ca,2157 Royal Windsor Dr,L5J 1K5,,UnitNo 1,43.50861,-79.63318
Subway,722512,905-568-9744,www.subway.com,720 Bristol Rd W,L5R 4A3,,UnitNo 8,43.599583,-79.679497
Little Caesars,722512,905-507-3335,www.littlecaesars.ca,720 Bristol Rd W,L5R 4A3,,UnitNo 7,43.599583,-79.679497
Hinote Sushi Japanese Restaurant,722511,905-502-5520,www.hinotesushi.com,720 Bristol Rd W,L5R 4A3,,UnitNo 4,43.599583,-79.679497
Sky Cafe,722512,416-706-8789,,6500 Silver Dart Dr,L5P 1C3,Bldg C,UnitNo 232A,43.6914,-79.6321
Pho Mi Vietnamese Restaurant,722511,905-568-1889,,4557 Hurontario St,L4Z 3M2,,UnitNo B8,43.605574,-79.651039
Subway,722512,905-785-9046,www.subway.com,6970 Lisgar Dr,L5N 8C8,,UnitNo A1,43.57583,-79.78361
Subway,722512,905-785-6700,www.subway.com,6750 Winston Churchill Blvd,L5N 4C4,,UnitNo 112,43.58276,-79.76522
Cafe Latino,722512,905-949-8447,,3025 Hurontario St,L5A 2H1,,UnitNo 106,43.580883,-79.617182
San Francesco Foods,722512,905-804-1548,www.sanfrancescodundas.com,3045 Clayhill Rd,L5B 4L2,,UnitNo 1,43.570977,-79.628376
Chicken Land,722512,905-820-9999,,3405 Glen Erin Dr,L5L 3S2,,,43.53647,-79.68479
Thai Cuisine Experts,722512,905-919-0063,www.thaicuisineexperts.com,2155 Leanne Blvd,L5K 2K8,,UnitNo 102B,43.52588,-79.65245
Pizza pizza,722512,905-823-9441,www.pizzapizza.ca,2225 Erin Mills Pky,L5K 1T8,,,43.528643,-79.654138
McDonald's,722512,905-403-8112,www.mcdonalds.ca,2225 Erin Mills Pky,L5K 1T8,,,43.528643,-79.654138
Karachi Kitchen,722512,905-625-5445,www.karachikitchen.com,4120 Dixie Rd,L4W 4V8,,UnitNo 3,43.624785,-79.605766
Tim Hortons,722512,905-272-9952,www.timhortons.com,3445 Hurontario St,L5A 2H4,,,43.58881,-79.628399
Tim Hortons,722512,905-624-0652,www.timhortons.com,4011 Dixie Rd,L4W 1M3,,,43.622939,-79.602883
Panera Bread,722512,905-820-1010,www.fmigroup.ca,2575 Eglinton Ave W,L5M 7E1,,,43.557536,-79.708264
Paramount Fine Foods,722511,416-695-8900,www.paramountfinefoods.com,2635 Eglinton Ave W,L5M 7E1,,,43.556422,-79.709446
Tim Hortons,722512,905-828-7722,www.timhortons.com,2655 Eglinton Ave W,L5M 7E1,,,43.556422,-79.709446
McDonald's,722512,905-820-7438,www.mcdonalds.ca,2965 Eglinton Ave W,L5M 3J6,,,43.55041,-79.71746
"Souvlaki Hut 
Famouse Greek Sandwiches",722512,905-891-8999,www.souvlakihut.com,51 Lakeshore Rd E,L5G 1C9,,,43.55221,-79.58463
Avani Bistro & Boutique,722511,905-501-0021,www.avani.ca,801 Matheson Blvd W,L5V 2N6,,UnitNo 1 to 3,43.60737,-79.691196
Wendy's,722512,905-812-5012,www.wendys.ca,885 Britannia Rd W,L5V 2X8,,,43.609924,-79.698298
Fionn MacCool's,722410,905-826-0825,www.maccools.com,825 Britannia Rd W,L5V 2X8,,,43.610277,-79.697894
Airport Bukhara,722511,905-678-7889,www.airportbukhara.com,7168 Airport Rd,L4T 2H2,,,43.707127,-79.647049
Fairfield Inn & Suites by Marriott,721111,905-672-4856,www.marriottfairfieldtoronto.com,3299 Caroga Dr,L4V 1A3,,,43.689283,-79.606751
"Asian Wok ""n"" Roll",722511,905-671-8997,www.asianwoknroll.com,2911 Derry Rd E,L4T 1A6,Bldg 3,,43.703279,-79.642988
Subway,722512,905-625-4940,www.subway.com,3423 Fieldgate Dr,L4X 2J4,,,43.62434,-79.58825
McDonald's,722512,905-564-9836,www.mcdonalds.ca,7050 McLaughlin Rd,L5R 1B6,,,43.636846,-79.717354
Aielli Restaurant,722511,905-278-2183,www.aielli.com,282 Lakeshore Rd E,L5G 1H2,,,43.560749,-79.575913
Calabash Caribbean Cuisine,722511,905-822-4875,www.calabashrestaurants.ca,2155 Leanne Blvd,L5K 2K8,,UnitNo 108,43.52588,-79.65245
Swiss Chalet,722511,905-858-5849,www.swisschalet.com,6430 Erin Mills Pky,L5N 3P3,,,43.587125,-79.742477
Sushi Nana,722512,905-712-9724,,670 Eglinton Ave W,L5R 3V2,,UnitNo 4,43.592561,-79.668739
Traditional Fish and Chips,722512,905-814-9024,www.traditionalfishandchips.ca,17 Queen St N,L5N 6A1,,UnitNo 3,43.588662,-79.723263
Ming Room,722511,905-812-1234,www.mingroom.com,6461 Mississauga Rd,L5N 1A6,,,43.597289,-79.735036
Boston Pizza,722511,905-819-9299,www.bostonpizza.com,6978 Financial Dr,L5N 8J4,,,43.6103,-79.75104
Cocobellas Catering,722320,905-286-0165,www.cocobellascatering.ca,2850 Argentia Rd,L5N 8G4,,UnitNo 2,43.599653,-79.775504
Just Temptations Inc.,722512,905-565-0058,www.justtemptations.com,448 Gibraltar Dr,L5T 2N8,,UnitNo 1&2,43.653214,-79.69519
Daal Roti -,722512,905-696-0055,www.daalroti.ca,25 Watline Ave,L4Z 2Z1,,UnitNo GR15,43.62214,-79.67246
Tim Horton's,722512,905-823-0320,www.timhortons.com,2165 Royal Windsor Dr,L5J 1K5,,,43.50899,-79.63333
Studio 6 Canada ULC,721111,905-502-8897,www.staystudio6.com,60 Britannia Rd E,L4Z 3W7,,,43.627346,-79.67836
Bombay to Go,722511,905-276-7787,www.bombaytogo.ca,755 Dundas St W,L5C 3B6,,,43.5637,-79.635652
Tremendous Chinese Restaurant,722511,905-803-8778,,3550 Wolfedale Rd,L5C 2V6,,,43.573343,-79.650873
I Love Pho 2,722511,905-566-8898,,1248 Dundas St E,L4Y 2C1,,UnitNo 9,43.60575,-79.58565
GT Game Time Eatery any Entertainment,722511,,,1248 Dundas St E,L4Y 2C1,,UnitNo 11 to 13,43.60575,-79.58565
Shahrayar Center Inc.,722320,905-602-5566,www.shahrayarcenterinc.ca,1150 Crestlawn Dr,L4W 1A6,,,43.62935,-79.624039
Subway & N Y Fries,722512,905-629-8208,www.subway.com,1475 Aerowood Dr,L4W 1C2,,UnitNo 2,43.64396,-79.63337
Montana's Cookhouse Saloon,722511,905-206-9811,www.montanas.ca,1495 Aerowood Dr,L4W 1C2,,,43.64415,-79.63317
Kelsey's Original Roadhouse,722511,905-624-8501,www.kelseys.ca,1485 Aerowood Dr,L4W 1C2,,,43.64405,-79.63328
Quiznos,722512,905-282-9101,www.quiznos.ca,5170 Dixie Rd,L4W 1E3,,UnitNo 105,43.639132,-79.625567
Wendy's,722512,905-624-0453,www.wendys.ca,1520 Aimco Blvd,L4W 5K1,,,43.63869,-79.62376
Simply B B Q,722320,905-565-9607,www.simply-bbq.com,1365 Mid-Way Blvd,L5T 2J5,,UnitNo 1&2,43.66663,-79.66748
"Hangar Grill, The",722512,905-673-8646,,2515 Derry Rd E,L4T 1A1,,,43.694752,-79.652642
The Extreme Pita,722511,905-817-0007,www.extremepita.com,6990 Financial Dr,L5N 8J4,,UnitNo 7,43.61105,-79.74926
"Drake & Firkin, The",722511,905-567-9173,www.firkinpubs.com,6982 Financial Dr,L5N 8J4,,UnitNo 101,43.61054,-79.75071
Mr. Sub,722512,905-858-7827,www.mrsub.ca,6974 Financial Dr,L5N 8J4,,UnitNo 2,43.60945,-79.7505
Starbucks,722512,905-542-7477,www.starbucks.ca,6974 Financial Dr,L5N 8J4,,UnitNo 1,43.60945,-79.7505
Swiss Chalet,722511,905-567-8172,,6970 Financial Dr,L5N 8J4,,,43.60944,-79.75057
Tim Horton's,722512,905-858-3911,,6966 Financial Dr,L5N 8J4,,,43.60968,-79.74967
McDonald's,722512,905-824-3728,www.mcdonalds.ca,3155 Argentia Rd,L5N 8E1,,,43.593597,-79.788135
Subway,722512,905-542-9391,www.subway.com,2920 Argentia Rd,L5N 8C5,,,43.59922,-79.77702
Fat Bastard Burrito Co.,722512,905-502-9444,www.fatbastardburrito.ca,6045 Mavis Rd,L5R 4G6,,UnitNo 10,43.612883,-79.696722
Hilton Garden Inn,721111,905-890-9110,www.gardeninn.com,100 Traders Blvd E,L4Z 2H7,,,43.624789,-79.672372
Tim Hortons,722512,905-306-5252,,3 Robert Speck Pky,L4Z 2G5,,UnitNo 150,43.597524,-79.636701
Pretzelmaker/ Mrs. Fields,722512,905-820-2077,,5100 Erin Mills Pky,L5M 4Z5,,UnitNo J11,43.5605,-79.70971
Swiss Chalet Rotisserie & Grill,722511,905-569-8797,www.swisschalet.ca,2975 Eglinton Ave W,L5M 6J3,,,43.55004,-79.71711
Wendy's,722512,905-828-2515,www.wendys.ca,2655 Eglinton Ave W,L5M 7E1,,,43.556422,-79.709446
Moxie's Classic Grill,722511,905-276-6555,www.moxies.ca,100 City Centre Dr,L5B 2C9,,UnitNo D6,43.59333,-79.64223
Pizza Depot,722512,905-673-9711,www.pizzadepot.ca,7171 Goreway Dr,L4T 2T5,,UnitNo 1,43.716882,-79.63612
Subway,722512,905-276-0888,www.subway.com,3065 Mavis Rd,L5C 1T7,,,43.567113,-79.634511
Subway,722512,905-275-8810,,2100 Hurontario St,L5B 1M8,,UnitNo 1,43.570525,-79.602771
Starbucks,722512,905-270-2875,www.starbucks.ca,2100 Hurontario St,L5B 1M8,,UnitNo 4,43.570525,-79.602771
Royal Paan House,722512,905-673-7226,,7136 Airport Rd,L4T 2H1,,,43.706328,-79.645958
New Chinese Express Inc,722512,905-278-8858,,300 Lakeshore Rd W,L5H 1G6,,,43.544585,-79.593497
El Jefe,722511,905-990-5200,www.eljefepc.com,66 Lakeshore Rd E,L5G 1E1,,,43.552619,-79.584597
Sushi Maki,722512,905-271-0517,,645 Lakeshore Rd E,L5G 1J5,,UnitNo 4,43.56969,-79.567
Domino's Pizza,722512,905-891-7878,www.dominos.ca,645 Lakeshore Rd E,L5G 1J5,,UnitNo 5,43.56969,-79.567
Smoke's Poutinerie,722512,905-271-2873,www.smokespoutinerie.com,114 Lakeshore Rd E,L5G 1E4,,UnitNo 4,43.55415,-79.58294
My Olive Oil,722512,905-891-2222,www.myolive.ca,114 Lakeshore Rd E,L5G 1E4,,UnitNo 5,43.55415,-79.58294
Tim Hortons,722512,905-279-1119,www.timhortons.com,4040 Creditview Rd,L5C 4E3,,,43.568939,-79.665376
Bubble Republic,722511,905-803-8288,,4040 Creditview Rd,L5C 4E3,,UnitNo 24,43.568939,-79.665376
Mickey's Pizza,722512,905-822-1411,www.feedyourdragon.com,1900 Lakeshore Rd W,L5J 1J7,,UnitNo 8A,43.51368,-79.62645
Gateway On The Go,722512,647-404-1008,,30 Queen St E,L5G 3B6,,,43.556731,-79.585793
Compass Group Canada,722310,905-828-5245,www.navigator.compass-canada.com,3359 Mississauga Rd,L5L 1C6,South Bldg,,43.54873,-79.66429
Chart Well,722511,905-828-5374,,3359 Mississauga Rd,L5L 1C6,North Bldg,,43.54873,-79.66429
"Blind Duck Pub, The",722410,905-828-5463,www.utmsu.ca,3359 Mississauga Rd,L5L 1C6,,,43.54873,-79.66429
Noodle Me,722511,,,720 Bristol Rd W,L5R 4A3,,UnitNo 2,43.599583,-79.679497
Pizza Nova,722512,905-670-8901,www.pizzanova.com,7235 Bellshire Gate,L5N 7X1,,UnitNo 5,43.621298,-79.743238
Krispy Kreme Doughnuts,722512,905-826-2166,www.krispykreme.ca,5920 Mavis Rd,L5V 2P5,,,43.608375,-79.690821
Tim Hortons,722512,905-542-8945,www.timhortons.com,885 Britannia Rd W,L5V 2X8,,,43.609924,-79.698298
King Pizza,722512,905-890-1888,Www.kingpizza.ca,510 Driftcurrent Dr,L4Z 4B4,,UnitNo 12,43.621002,-79.647965
The Wing Factory,722512,905-568-8883,www.thewingfactory.ca,510 Driftcurrent Dr,L4Z 4B4,,UnitNo 14,43.621002,-79.647965
Pho Mi 289,722511,905-286-1881,,6550 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 6,43.582737,-79.761452
Burrito Boyz,722512,905-236-2699,www.burritoboyz.ca,6560 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 5,43.582809,-79.761456
Desi Bar & Grill Ltd.,722511,905-232-6788,www.desi.bar,925 Rathburn Rd E,L4W 4C3,,UnitNo B3,43.61585,-79.61707
